Date Time,T (degC),rh (%)
13.12.2016 18:00:00,4.4,87.7
13.12.2016 18:10:00,4.36,88.1
13.12.2016 18:20:00,4.29,88.5
13.12.2016 18:30:00,4.27,88.4
13.12.2016 18:40:00,4.23,88.6
13.12.2016 18:50:00,4.2,88.6
13.12.2016 19:00:00,4.2,89
13.12.2016 19:10:00,4.25,89.3
13.12.2016 19:20:00,4.26,89.6
13.12.2016 19:30:00,4.22,89.9
13.12.2016 19:40:00,4.19,90.3
13.12.2016 19:50:00,4.16,90.6
13.12.2016 20:00:00,4.13,90.5
13.12.2016 20:10:00,4.09,90.6
13.12.2016 20:20:00,4.08,91
13.12.2016 20:30:00,4.19,90.7
13.12.2016 20:40:00,4.15,90.6
13.12.2016 20:50:00,4.19,91
13.12.2016 21:00:00,4.32,90.5
13.12.2016 21:10:00,4.35,89.9
13.12.2016 21:20:00,4.27,90.4
13.12.2016 21:30:00,4.28,90.7
13.12.2016 21:40:00,4.26,90.9
13.12.2016 21:50:00,4.11,91.5
13.12.2016 22:00:00,4.15,92.4
13.12.2016 22:10:00,4.26,91.9
13.12.2016 22:20:00,4.37,91.4
13.12.2016 22:30:00,4.46,90.3
13.12.2016 22:40:00,4.5,89.9
13.12.2016 22:50:00,4.38,90.6
13.12.2016 23:00:00,4.33,91.2
13.12.2016 23:10:00,4.37,91.3
13.12.2016 23:20:00,4.4,91.1
13.12.2016 23:30:00,4.43,91.1
13.12.2016 23:40:00,4.49,90.7
13.12.2016 23:50:00,4.55,90.3
14.12.2016 00:00:00,4.63,90.3
14.12.2016 00:10:00,4.63,89.9
14.12.2016 00:20:00,4.55,90.3
14.12.2016 00:30:00,4.54,90.7
14.12.2016 00:40:00,4.67,90.5
14.12.2016 00:50:00,4.62,89.8
14.12.2016 01:00:00,4.51,90.5
14.12.2016 01:10:00,4.5,90.5
14.12.2016 01:20:00,4.54,90
14.12.2016 01:30:00,4.54,90
14.12.2016 01:40:00,4.61,89.3
14.12.2016 01:50:00,4.63,88.7
14.12.2016 02:00:00,4.52,89.4
14.12.2016 02:10:00,4.48,90.5
14.12.2016 02:20:00,4.57,90.2
14.12.2016 02:30:00,4.5,90
14.12.2016 02:40:00,4.32,90.8
14.12.2016 02:50:00,4.32,91.2
14.12.2016 03:00:00,4.32,91.2
14.12.2016 03:10:00,4.27,91.3
14.12.2016 03:20:00,4.33,90.9
14.12.2016 03:30:00,4.34,91.3
14.12.2016 03:40:00,4.38,91
14.12.2016 03:50:00,4.33,91.1
14.12.2016 04:00:00,4.33,91.1
14.12.2016 04:10:00,4.35,91.1
14.12.2016 04:20:00,4.3,91
14.12.2016 04:30:00,4.27,91.4
14.12.2016 04:40:00,4.23,91.5
14.12.2016 04:50:00,4.23,91.7
14.12.2016 05:00:00,4.36,91.2
14.12.2016 05:10:00,4.33,91.2
14.12.2016 05:20:00,4.34,91.3
14.12.2016 05:30:00,4.28,91.5
14.12.2016 05:40:00,4.39,91.6
14.12.2016 05:50:00,4.45,92.2
14.12.2016 06:00:00,4.55,91.8
14.12.2016 06:10:00,4.25,92.6
14.12.2016 06:20:00,4.07,93.9
14.12.2016 06:30:00,4.14,94.8
14.12.2016 06:40:00,4.12,94.9
14.12.2016 06:50:00,4.03,95.1
14.12.2016 07:00:00,4.05,95.8
14.12.2016 07:10:00,4.15,95.8
14.12.2016 07:20:00,4.01,95.9
14.12.2016 07:30:00,4.02,96.1
14.12.2016 07:40:00,3.97,96.3
14.12.2016 07:50:00,4.28,96.8
14.12.2016 08:00:00,4.33,96.1
14.12.2016 08:10:00,4.28,95.7
14.12.2016 08:20:00,4.47,96.2
14.12.2016 08:30:00,4.5,95.6
14.12.2016 08:40:00,4.72,95.7
14.12.2016 08:50:00,4.55,94.4
14.12.2016 09:00:00,4.35,95
14.12.2016 09:10:00,4.41,95.5
14.12.2016 09:20:00,4.54,95.4
14.12.2016 09:30:00,4.72,94.6
14.12.2016 09:40:00,4.89,93.1
14.12.2016 09:50:00,5.06,92.5
14.12.2016 10:00:00,5.03,93.1
14.12.2016 10:10:00,5.11,93.6
14.12.2016 10:20:00,5.25,93.1
14.12.2016 10:30:00,5.48,92
14.12.2016 10:40:00,5.52,91.1
14.12.2016 10:50:00,5.59,90.9
14.12.2016 11:00:00,5.48,90.5
14.12.2016 11:10:00,5.42,90.5
14.12.2016 11:20:00,5.33,91.3
14.12.2016 11:30:00,5.32,91.1
14.12.2016 11:40:00,5.28,91.3
14.12.2016 11:50:00,5.22,91.5
14.12.2016 12:00:00,5.24,91.8
14.12.2016 12:10:00,5.23,91.8
14.12.2016 12:20:00,5.16,92.3
14.12.2016 12:30:00,5.18,92.4
14.12.2016 12:40:00,5.15,92
14.12.2016 12:50:00,5.21,91.7
14.12.2016 13:00:00,5.21,91.3
14.12.2016 13:10:00,5.26,91.9
14.12.2016 13:20:00,5.28,91.4
14.12.2016 13:30:00,5.36,91.2
14.12.2016 13:40:00,5.36,90.9
14.12.2016 13:50:00,5.22,90.9
14.12.2016 14:00:00,5.2,91.5
14.12.2016 14:10:00,5.3,91.1
14.12.2016 14:20:00,5.32,90.7
14.12.2016 14:30:00,5.29,91.1
14.12.2016 14:40:00,5.22,91
14.12.2016 14:50:00,5.22,91.3
14.12.2016 15:00:00,5.24,91.2
14.12.2016 15:10:00,5.21,91.1
14.12.2016 15:20:00,5.17,91.3
14.12.2016 15:30:00,5.03,91.5
14.12.2016 15:40:00,4.96,91.6
14.12.2016 15:50:00,4.98,92
14.12.2016 16:00:00,5.02,91.4
14.12.2016 16:10:00,4.95,91.5
14.12.2016 16:20:00,4.83,91.8
14.12.2016 16:30:00,4.86,92.2
14.12.2016 16:40:00,4.87,91.9
14.12.2016 16:50:00,4.81,92.1
14.12.2016 17:00:00,4.81,91.9
14.12.2016 17:10:00,4.79,92.2
14.12.2016 17:20:00,4.75,92.2
14.12.2016 17:30:00,4.76,92.5
14.12.2016 17:40:00,4.76,92.6
14.12.2016 17:50:00,4.74,92.8
14.12.2016 18:00:00,4.75,93.1
14.12.2016 18:10:00,4.8,93.2
14.12.2016 18:20:00,4.73,93.3
14.12.2016 18:30:00,4.77,93.4
14.12.2016 18:40:00,4.76,93.8
14.12.2016 18:50:00,4.83,93.4
14.12.2016 19:00:00,4.74,93.6
14.12.2016 19:10:00,4.76,93.8
14.12.2016 19:20:00,4.81,93.8
14.12.2016 19:30:00,4.81,93.7
14.12.2016 19:40:00,4.56,94.4
14.12.2016 19:50:00,4.47,95.4
14.12.2016 20:00:00,4.4,95.9
14.12.2016 20:10:00,4.38,96.3
14.12.2016 20:20:00,4.38,96.6
14.12.2016 20:30:00,4.39,96.7
14.12.2016 20:40:00,4.36,96.7
14.12.2016 20:50:00,4.49,96.8
14.12.2016 21:00:00,4.49,96.3
14.12.2016 21:10:00,4.59,96.6
14.12.2016 21:20:00,4.65,96.4
14.12.2016 21:30:00,4.64,96.2
14.12.2016 21:40:00,4.6,96.1
14.12.2016 21:50:00,4.55,96
14.12.2016 22:00:00,4.54,96.1
14.12.2016 22:10:00,4.57,96.1
14.12.2016 22:20:00,4.51,95.8
14.12.2016 22:30:00,4.47,96
14.12.2016 22:40:00,4.5,96.1
14.12.2016 22:50:00,4.49,95.9
14.12.2016 23:00:00,4.6,95.9
14.12.2016 23:10:00,4.64,95.7
14.12.2016 23:20:00,4.61,95.3
14.12.2016 23:30:00,4.56,95.5
14.12.2016 23:40:00,4.59,95.8
14.12.2016 23:50:00,4.55,96
15.12.2016 00:00:00,4.53,96
15.12.2016 00:10:00,4.42,96.2
15.12.2016 00:20:00,4.41,96.4
15.12.2016 00:30:00,4.47,96.5
15.12.2016 00:40:00,4.47,96.4
15.12.2016 00:50:00,4.5,96.4
15.12.2016 01:00:00,4.48,96.2
15.12.2016 01:10:00,4.49,96.3
15.12.2016 01:20:00,4.53,96.1
15.12.2016 01:30:00,4.53,95.9
15.12.2016 01:40:00,4.47,95.7
15.12.2016 01:50:00,4.42,95.8
15.12.2016 02:00:00,4.43,96.2
15.12.2016 02:10:00,4.46,96.4
15.12.2016 02:20:00,4.49,96.6
15.12.2016 02:30:00,4.59,96.6
15.12.2016 02:40:00,4.5,96.4
15.12.2016 02:50:00,4.47,96.6
15.12.2016 03:00:00,4.53,96.6
15.12.2016 03:10:00,4.48,96.4
15.12.2016 03:20:00,4.47,96.6
15.12.2016 03:30:00,4.47,96.7
15.12.2016 03:40:00,4.47,96.8
15.12.2016 03:50:00,4.47,96.9
15.12.2016 04:00:00,4.47,97.1
15.12.2016 04:10:00,4.47,97.3
15.12.2016 04:20:00,4.51,97.4
15.12.2016 04:30:00,4.56,97.5
15.12.2016 04:40:00,4.66,97.6
15.12.2016 04:50:00,4.63,97.5
15.12.2016 05:00:00,4.77,97.7
15.12.2016 05:10:00,4.7,97.4
15.12.2016 05:20:00,4.62,97.3
15.12.2016 05:30:00,4.53,97.4
15.12.2016 05:40:00,4.46,97.5
15.12.2016 05:50:00,4.38,97.5
15.12.2016 06:00:00,4.3,97.6
15.12.2016 06:10:00,4.37,97.7
15.12.2016 06:20:00,4.3,97.4
15.12.2016 06:30:00,4.15,97.2
15.12.2016 06:40:00,3.97,96.9
15.12.2016 06:50:00,3.93,96.8
15.12.2016 07:00:00,3.92,96.7
15.12.2016 07:10:00,3.85,96.4
15.12.2016 07:20:00,3.8,96.3
15.12.2016 07:30:00,3.74,96
15.12.2016 07:40:00,3.69,95.8
15.12.2016 07:50:00,3.73,95.7
15.12.2016 08:00:00,3.69,95.3
15.12.2016 08:10:00,3.67,94.7
15.12.2016 08:20:00,3.66,93.5
15.12.2016 08:30:00,3.75,92.7
15.12.2016 08:40:00,3.79,92.1
15.12.2016 08:50:00,3.84,91.9
15.12.2016 09:00:00,3.92,91.6
15.12.2016 09:10:00,3.77,91.6
15.12.2016 09:20:00,3.61,91.9
15.12.2016 09:30:00,3.39,91.9
15.12.2016 09:40:00,3.32,91.9
15.12.2016 09:50:00,3.33,92.1
15.12.2016 10:00:00,3.3,92
15.12.2016 10:10:00,3.13,92
15.12.2016 10:20:00,3,92.4
15.12.2016 10:30:00,2.97,92.6
15.12.2016 10:40:00,3.08,92.5
15.12.2016 10:50:00,3.12,91.7
15.12.2016 11:00:00,3.08,91.4
15.12.2016 11:10:00,3,91.6
15.12.2016 11:20:00,2.99,91.8
15.12.2016 11:30:00,2.97,91.7
15.12.2016 11:40:00,3.08,91.6
15.12.2016 11:50:00,3.17,91
15.12.2016 12:00:00,3.24,91
15.12.2016 12:10:00,3.24,90.6
15.12.2016 12:20:00,3.05,90.9
15.12.2016 12:30:00,3.01,91.4
15.12.2016 12:40:00,3.01,91
15.12.2016 12:50:00,3.03,91.1
15.12.2016 13:00:00,3.03,90.5
15.12.2016 13:10:00,3.1,89.6
15.12.2016 13:20:00,2.94,90.3
15.12.2016 13:30:00,2.79,90.5
15.12.2016 13:40:00,2.69,91.1
15.12.2016 13:50:00,2.71,91.2
15.12.2016 14:00:00,2.67,90.8
15.12.2016 14:10:00,2.59,91
15.12.2016 14:20:00,2.51,91.4
15.12.2016 14:30:00,2.54,91.3
15.12.2016 14:40:00,2.4,91.4
15.12.2016 14:50:00,2.1,91.6
15.12.2016 15:00:00,1.92,92.1
15.12.2016 15:10:00,1.78,92.6
15.12.2016 15:20:00,1.74,92.6
15.12.2016 15:30:00,1.75,92.6
15.12.2016 15:40:00,1.8,92.6
15.12.2016 15:50:00,1.76,92.1
15.12.2016 16:00:00,1.72,91.9
15.12.2016 16:10:00,1.62,92.3
15.12.2016 16:20:00,1.63,92.7
15.12.2016 16:30:00,1.67,92.5
15.12.2016 16:40:00,1.67,92.8
15.12.2016 16:50:00,1.7,92.8
15.12.2016 17:00:00,1.64,92.7
15.12.2016 17:10:00,1.61,93.1
15.12.2016 17:20:00,1.77,93
15.12.2016 17:30:00,1.91,91.8
15.12.2016 17:40:00,1.87,89.2
15.12.2016 17:50:00,1.97,87.7
15.12.2016 18:00:00,2.06,87.2
15.12.2016 18:10:00,2.04,87.6
15.12.2016 18:20:00,2.02,87.9
15.12.2016 18:30:00,2.14,87.8
15.12.2016 18:40:00,2.16,87.7
15.12.2016 18:50:00,2.13,87.1
15.12.2016 19:00:00,2.03,86.7
15.12.2016 19:10:00,2,86.1
15.12.2016 19:20:00,1.89,85.5
15.12.2016 19:30:00,1.72,85.1
15.12.2016 19:40:00,1.5,85.2
15.12.2016 19:50:00,1.45,85.2
15.12.2016 20:00:00,1.39,85.1
15.12.2016 20:10:00,1.27,85.1
15.12.2016 20:20:00,1.23,85.3
15.12.2016 20:30:00,1.13,85.4
15.12.2016 20:40:00,1.1,85.8
15.12.2016 20:50:00,1.13,85.8
15.12.2016 21:00:00,0.99,85.8
15.12.2016 21:10:00,0.93,86.2
15.12.2016 21:20:00,0.85,86.2
15.12.2016 21:30:00,0.79,86.4
15.12.2016 21:40:00,0.73,86.4
15.12.2016 21:50:00,0.73,86.4
15.12.2016 22:00:00,0.67,86.4
15.12.2016 22:10:00,0.66,86.5
15.12.2016 22:20:00,0.67,86.3
15.12.2016 22:30:00,0.61,85.4
15.12.2016 22:40:00,0.61,85.1
15.12.2016 22:50:00,0.64,84.9
15.12.2016 23:00:00,0.64,84.5
15.12.2016 23:10:00,0.6,84.6
15.12.2016 23:20:00,0.6,84.5
15.12.2016 23:30:00,0.56,84.4
15.12.2016 23:40:00,0.53,84
15.12.2016 23:50:00,0.51,83.9
16.12.2016 00:00:00,0.46,84.1
16.12.2016 00:10:00,0.4,83.9
16.12.2016 00:20:00,0.37,83.9
16.12.2016 00:30:00,0.4,84.2
16.12.2016 00:40:00,0.36,84.2
16.12.2016 00:50:00,0.38,84.2
16.12.2016 01:00:00,0.33,84
16.12.2016 01:10:00,0.33,83.9
16.12.2016 01:20:00,0.3,84.2
16.12.2016 01:30:00,0.35,84.2
16.12.2016 01:40:00,0.33,84
16.12.2016 01:50:00,0.33,84.1
16.12.2016 02:00:00,0.33,84
16.12.2016 02:10:00,0.27,84.1
16.12.2016 02:20:00,0.25,84.2
16.12.2016 02:30:00,0.17,84.1
16.12.2016 02:40:00,0.18,84.1
16.12.2016 02:50:00,0.15,84
16.12.2016 03:00:00,0.15,84.2
16.12.2016 03:10:00,0.19,84.1
16.12.2016 03:20:00,0.17,84.1
16.12.2016 03:30:00,0.19,84.3
16.12.2016 03:40:00,0.2,84.2
16.12.2016 03:50:00,0.22,83.9
16.12.2016 04:00:00,0.21,83.7
16.12.2016 04:10:00,0.2,83.8
16.12.2016 04:20:00,0.21,83.7
16.12.2016 04:30:00,0.23,83.5
16.12.2016 04:40:00,0.23,83.6
16.12.2016 04:50:00,0.26,83.2
16.12.2016 05:00:00,0.31,82.6
16.12.2016 05:10:00,0.31,82.3
16.12.2016 05:20:00,0.31,82
16.12.2016 05:30:00,0.26,81.7
16.12.2016 05:40:00,0.26,81.5
16.12.2016 05:50:00,0.16,81.2
16.12.2016 06:00:00,0.13,81.4
16.12.2016 06:10:00,0.08,81.6
16.12.2016 06:20:00,0,81.6
16.12.2016 06:30:00,-0.11,81.9
16.12.2016 06:40:00,-0.23,82.4
16.12.2016 06:50:00,-0.43,83
16.12.2016 07:00:00,-0.56,83.3
16.12.2016 07:10:00,-0.67,83.4
16.12.2016 07:20:00,-0.8,83.8
16.12.2016 07:30:00,-1,84.3
16.12.2016 07:40:00,-1.13,84.8
16.12.2016 07:50:00,-1.3,85.6
16.12.2016 08:00:00,-1.39,86.1
16.12.2016 08:10:00,-1.43,86.2
16.12.2016 08:20:00,-1.53,86.1
16.12.2016 08:30:00,-1.67,86.4
16.12.2016 08:40:00,-1.64,86.7
16.12.2016 08:50:00,-1.48,85.7
16.12.2016 09:00:00,-1.45,85.5
16.12.2016 09:10:00,-1.4,85.2
16.12.2016 09:20:00,-1.29,85.1
16.12.2016 09:30:00,-1.07,84.2
16.12.2016 09:40:00,-0.88,83
16.12.2016 09:50:00,-0.77,82.6
16.12.2016 10:00:00,-0.48,81.5
16.12.2016 10:10:00,-0.31,80.2
16.12.2016 10:20:00,-0.11,79.6
16.12.2016 10:30:00,0.1,78.5
16.12.2016 10:40:00,0.23,77.2
16.12.2016 10:50:00,0.33,76.6
16.12.2016 11:00:00,0.53,75.7
16.12.2016 11:10:00,0.59,74.6
16.12.2016 11:20:00,0.55,75
16.12.2016 11:30:00,0.79,74.3
16.12.2016 11:40:00,0.98,73.3
16.12.2016 11:50:00,1.2,72.2
16.12.2016 12:00:00,1.28,71.7
16.12.2016 12:10:00,1.46,71
16.12.2016 12:20:00,1.63,70.2
16.12.2016 12:30:00,2.04,68.91
16.12.2016 12:40:00,2.42,67.85
16.12.2016 12:50:00,2.45,67.65
16.12.2016 13:00:00,2.67,66.28
16.12.2016 13:10:00,2.76,65.72
16.12.2016 13:20:00,2.86,64.99
16.12.2016 13:30:00,3.08,64.24
16.12.2016 13:40:00,3.01,64.3
16.12.2016 13:50:00,2.85,64.89
16.12.2016 14:00:00,2.8,65.4
16.12.2016 14:10:00,2.79,65.12
16.12.2016 14:20:00,2.84,64.99
16.12.2016 14:30:00,3.03,64.47
16.12.2016 14:40:00,3.27,63.78
16.12.2016 14:50:00,3.25,63.53
16.12.2016 15:00:00,2.96,64.29
16.12.2016 15:10:00,2.69,65.24
16.12.2016 15:20:00,2.6,65.8
16.12.2016 15:30:00,2.76,65.38
16.12.2016 15:40:00,2.77,65.27
16.12.2016 15:50:00,2.43,66.44
16.12.2016 16:00:00,2.2,67.31
16.12.2016 16:10:00,2.02,68.14
16.12.2016 16:20:00,1.74,69.42
16.12.2016 16:30:00,1.39,71.1
16.12.2016 16:40:00,1.25,71.6
16.12.2016 16:50:00,1.25,71.5
16.12.2016 17:00:00,1.03,72.9
16.12.2016 17:10:00,0.85,74.3
16.12.2016 17:20:00,0.54,75.8
16.12.2016 17:30:00,0.33,76.1
16.12.2016 17:40:00,0.34,76.4
16.12.2016 17:50:00,0.41,76.3
16.12.2016 18:00:00,0.28,77.3
16.12.2016 18:10:00,0,78.4
16.12.2016 18:20:00,-0.18,79.6
16.12.2016 18:30:00,-0.32,80.2
16.12.2016 18:40:00,-0.45,81.2
16.12.2016 18:50:00,-0.67,82.2
16.12.2016 19:00:00,-0.94,83.5
16.12.2016 19:10:00,-1.01,84.2
16.12.2016 19:20:00,-0.95,84.3
16.12.2016 19:30:00,-0.95,84.1
16.12.2016 19:40:00,-0.81,83.3
16.12.2016 19:50:00,-0.72,82.3
16.12.2016 20:00:00,-0.8,82.7
16.12.2016 20:10:00,-0.81,82.5
16.12.2016 20:20:00,-0.92,82.8
16.12.2016 20:30:00,-0.98,83.5
16.12.2016 20:40:00,-0.98,83.1
16.12.2016 20:50:00,-1.12,83.3
16.12.2016 21:00:00,-1.27,84.1
16.12.2016 21:10:00,-1.4,85
16.12.2016 21:20:00,-1.43,85.2
16.12.2016 21:30:00,-1.44,85.1
16.12.2016 21:40:00,-1.47,85.4
16.12.2016 21:50:00,-1.45,85.1
16.12.2016 22:00:00,-1.4,85
16.12.2016 22:10:00,-1.35,84.6
16.12.2016 22:20:00,-1.42,84.1
16.12.2016 22:30:00,-1.59,84.5
16.12.2016 22:40:00,-2,85.1
16.12.2016 22:50:00,-2.29,86.3
16.12.2016 23:00:00,-2.33,87.3
16.12.2016 23:10:00,-2.53,87
16.12.2016 23:20:00,-2.52,87.9
16.12.2016 23:30:00,-2.58,88.2
16.12.2016 23:40:00,-2.57,88.3
16.12.2016 23:50:00,-2.69,88.5
17.12.2016 00:00:00,-3.16,88.4
17.12.2016 00:10:00,-3.47,89.8
17.12.2016 00:20:00,-3.33,90.6
17.12.2016 00:30:00,-3.18,90.7
17.12.2016 00:40:00,-3.06,90.8
17.12.2016 00:50:00,-3.22,89.4
17.12.2016 01:00:00,-3.76,89.5
17.12.2016 01:10:00,-3.95,90.9
17.12.2016 01:20:00,-3.99,92.1
17.12.2016 01:30:00,-4.15,92.6
17.12.2016 01:40:00,-4.23,93.6
17.12.2016 01:50:00,-4.05,94.1
17.12.2016 02:00:00,-3.65,93.8
17.12.2016 02:10:00,-3.75,92.8
17.12.2016 02:20:00,-3.65,92.6
17.12.2016 02:30:00,-3.69,92.6
17.12.2016 02:40:00,-3.64,91.8
17.12.2016 02:50:00,-4.04,90.8
17.12.2016 03:00:00,-4.39,92.3
17.12.2016 03:10:00,-4.37,92.6
17.12.2016 03:20:00,-4.46,92.9
17.12.2016 03:30:00,-4.34,93.6
17.12.2016 03:40:00,-4.32,93.2
17.12.2016 03:50:00,-4.35,92.6
17.12.2016 04:00:00,-4.53,92.8
17.12.2016 04:10:00,-4.53,93.4
17.12.2016 04:20:00,-4.53,93.4
17.12.2016 04:30:00,-4.52,93.4
17.12.2016 04:40:00,-4.68,93.1
17.12.2016 04:50:00,-4.82,93.2
17.12.2016 05:00:00,-4.87,93.7
17.12.2016 05:10:00,-4.88,93.8
17.12.2016 05:20:00,-4.94,93.7
17.12.2016 05:30:00,-5.11,93.7
17.12.2016 05:40:00,-5.02,94.1
17.12.2016 05:50:00,-4.88,93.8
17.12.2016 06:00:00,-5.06,93.2
17.12.2016 06:10:00,-5.17,93.3
17.12.2016 06:20:00,-5.13,93.4
17.12.2016 06:30:00,-5.15,93.5
17.12.2016 06:40:00,-5.3,93.2
17.12.2016 06:50:00,-5.35,93.1
17.12.2016 07:00:00,-5.37,93.3
17.12.2016 07:10:00,-5.24,93.8
17.12.2016 07:20:00,-5.32,93.3
17.12.2016 07:30:00,-5.46,93.4
17.12.2016 07:40:00,-5.31,93.9
17.12.2016 07:50:00,-5.07,93.9
17.12.2016 08:00:00,-5,93.6
17.12.2016 08:10:00,-4.77,93.3
17.12.2016 08:20:00,-4.66,92.8
17.12.2016 08:30:00,-4.95,92.3
17.12.2016 08:40:00,-5.21,92.8
17.12.2016 08:50:00,-5.22,93.2
17.12.2016 09:00:00,-5.03,92.6
17.12.2016 09:10:00,-4.89,91.5
17.12.2016 09:20:00,-4.63,91.6
17.12.2016 09:30:00,-4.27,90.2
17.12.2016 09:40:00,-3.82,88.3
17.12.2016 09:50:00,-3.64,87.4
17.12.2016 10:00:00,-3.09,86.6
17.12.2016 10:10:00,-2.91,85.1
17.12.2016 10:20:00,-2.59,83.7
17.12.2016 10:30:00,-2.78,84.3
17.12.2016 10:40:00,-2.05,84.6
17.12.2016 10:50:00,-1.29,80.8
17.12.2016 11:00:00,-1.26,80.1
17.12.2016 11:10:00,-1.36,81.9
17.12.2016 11:20:00,-1.21,82.1
17.12.2016 11:30:00,-0.98,82.3
17.12.2016 11:40:00,-0.43,80.8
17.12.2016 11:50:00,0.01,78.6
17.12.2016 12:00:00,-0.12,78.6
17.12.2016 12:10:00,0.01,79.5
17.12.2016 12:20:00,0.65,77.1
17.12.2016 12:30:00,1.07,75.7
17.12.2016 12:40:00,1.42,74.4
17.12.2016 12:50:00,1.9,73.5
17.12.2016 13:00:00,2.43,71.8
17.12.2016 13:10:00,2.62,71.2
17.12.2016 13:20:00,2.93,70.9
17.12.2016 13:30:00,3.44,69.13
17.12.2016 13:40:00,3.12,69.87
17.12.2016 13:50:00,2.68,72.5
17.12.2016 14:00:00,2.77,72.7
17.12.2016 14:10:00,2.79,73.3
17.12.2016 14:20:00,2.61,73.9
17.12.2016 14:30:00,2.06,76.3
17.12.2016 14:40:00,1.87,77.9
17.12.2016 14:50:00,2.09,77.9
17.12.2016 15:00:00,2.34,77.3
17.12.2016 15:10:00,2.27,77.5
17.12.2016 15:20:00,2.28,77.5
17.12.2016 15:30:00,2.23,77.7
17.12.2016 15:40:00,2.2,77.9
17.12.2016 15:50:00,2.08,78.4
17.12.2016 16:00:00,1.99,78.9
17.12.2016 16:10:00,2.05,78.7
17.12.2016 16:20:00,2.27,78.1
17.12.2016 16:30:00,2.01,79.1
17.12.2016 16:40:00,1.74,80.5
17.12.2016 16:50:00,1.8,80.8
17.12.2016 17:00:00,1.77,80.7
17.12.2016 17:10:00,1.53,81.5
17.12.2016 17:20:00,1.46,82.5
17.12.2016 17:30:00,1.34,84.4
17.12.2016 17:40:00,1.32,85.1
17.12.2016 17:50:00,1.41,84.4
17.12.2016 18:00:00,1.01,86.9
17.12.2016 18:10:00,0.79,88.6
17.12.2016 18:20:00,0.85,87.1
17.12.2016 18:30:00,0.89,86.3
17.12.2016 18:40:00,0.91,86.2
17.12.2016 18:50:00,0.87,87.2
17.12.2016 19:00:00,1.16,86.2
17.12.2016 19:10:00,1.3,85.8
17.12.2016 19:20:00,1.38,85.3
17.12.2016 19:30:00,1.43,85.5
17.12.2016 19:40:00,1.49,84.9
17.12.2016 19:50:00,0.95,87.7
17.12.2016 20:00:00,0.92,89.1
17.12.2016 20:10:00,1.05,87.8
17.12.2016 20:20:00,0.8,88.4
17.12.2016 20:30:00,0.73,89
17.12.2016 20:40:00,0.76,89.3
17.12.2016 20:50:00,0.9,89.5
17.12.2016 21:00:00,0.92,89
17.12.2016 21:10:00,0.78,89.5
17.12.2016 21:20:00,0.65,89.6
17.12.2016 21:30:00,0.89,90.1
17.12.2016 21:40:00,1.25,88.6
17.12.2016 21:50:00,1.42,87.9
17.12.2016 22:00:00,1.47,87.2
17.12.2016 22:10:00,1.25,88.6
17.12.2016 22:20:00,1.46,88.6
17.12.2016 22:30:00,1.35,89
17.12.2016 22:40:00,1.28,89.1
17.12.2016 22:50:00,1.14,88.9
17.12.2016 23:00:00,1.23,89.1
17.12.2016 23:10:00,1.15,88.3
17.12.2016 23:20:00,1.1,89.4
17.12.2016 23:30:00,1.17,88.9
17.12.2016 23:40:00,1.17,89.4
17.12.2016 23:50:00,1.3,89.1
18.12.2016 00:00:00,1.27,88.6
18.12.2016 00:10:00,1.29,88.9
18.12.2016 00:20:00,1.25,88.5
18.12.2016 00:30:00,1.07,88.9
18.12.2016 00:40:00,0.93,89.9
18.12.2016 00:50:00,0.99,89.7
18.12.2016 01:00:00,1.05,90.8
18.12.2016 01:10:00,1.05,90
18.12.2016 01:20:00,1.18,90
18.12.2016 01:30:00,1.04,89.4
18.12.2016 01:40:00,0.96,90.3
18.12.2016 01:50:00,1.22,90.2
18.12.2016 02:00:00,1.26,89.6
18.12.2016 02:10:00,1.27,89.6
18.12.2016 02:20:00,1.3,89.9
18.12.2016 02:30:00,1.43,89.5
18.12.2016 02:40:00,1.59,90.5
18.12.2016 02:50:00,1.56,90.3
18.12.2016 03:00:00,1.36,90.3
18.12.2016 03:10:00,1.49,91.3
18.12.2016 03:20:00,1.34,91.3
18.12.2016 03:30:00,1.08,92.4
18.12.2016 03:40:00,0.86,93.1
18.12.2016 03:50:00,0.97,94.2
18.12.2016 04:00:00,1.23,94.4
18.12.2016 04:10:00,1.25,93.9
18.12.2016 04:20:00,1.13,93.9
18.12.2016 04:30:00,1.24,94
18.12.2016 04:40:00,1.54,94.7
18.12.2016 04:50:00,1.71,94.4
18.12.2016 05:00:00,1.8,94.2
18.12.2016 05:10:00,1.8,93.9
18.12.2016 05:20:00,1.8,93.8
18.12.2016 05:30:00,1.76,93.7
18.12.2016 05:40:00,1.73,93.9
18.12.2016 05:50:00,1.8,94
18.12.2016 06:00:00,1.8,94
18.12.2016 06:10:00,1.8,94.1
18.12.2016 06:20:00,1.81,94.3
18.12.2016 06:30:00,1.85,94.6
18.12.2016 06:40:00,1.79,94.8
18.12.2016 06:50:00,1.69,95.1
18.12.2016 07:00:00,1.53,95.4
18.12.2016 07:10:00,1.32,95.5
18.12.2016 07:20:00,1.19,96
18.12.2016 07:30:00,1.24,96.4
18.12.2016 07:40:00,1.43,96.6
18.12.2016 07:50:00,1.28,96.3
18.12.2016 08:00:00,1.24,96.6
18.12.2016 08:10:00,1.22,96.7
18.12.2016 08:20:00,1.45,97.1
18.12.2016 08:30:00,1.38,96.7
